+----------------------+-------------------------------------------------------+
| TRM16741.00          |  Compact Dome, Model 16741.00                         |
| TRM17200.00          |  4000SE L1 Internal, Model 17200.00                   |
| TRM22020.00+GP       |  Geod. L1/L2 compact, with groundplane, Model 22020-00|
| TRM22020.00-GP       |  Geod. L1/L2 compact; w/o groundplane, Model 22020-00 |
| TRM23903.00          |  Permanent L1/L2, Model 23903.00, cast preamp housing |
| TRM23965.00          |  Compact L1 with groundplane, Model 23965.00          |
| TRM26738.00          |  L1 antenna used by US Coast Guard, Model 26738.00    |
| TRM27947.00+GP       |  Rugged L1/L2 with groundplane, Model 27947.00        |
| TRM27947.00-GP       |  Rugged L1/L2 w/o groundplane, Model 27947.00         |
| TRM29659.00          |  Trimble L1/L2 Dorne Margolin element with chokerings |
|                      |   Model 29659.00                                      |
| TRM33429.00+GP       |  L1/L2 microcentered, Compact Geodetic, Model 33429.00|
|                      |   (with groundplane)                                  |
| TRM33429.00-GP       |  L1/L2 microcentered, Compact Geodetic                |
|                      |   (no groundplane)                                    |
| TRM33429.20+GP       |  L1/L2 microcentered, Compact Geodetic, Model 33429-20|
|                      |   (with groundplane)                                  |
| TRM39105.00          |  Zephyr 4-point feed antenna - No Ground Plane        |
| TRM4000ST_INT        |  4000ST L1 Internal                                   |
| TRM41249.00          |  Zephyr 4-point feed antenna - Stealth Ground Plane   |
| TRM41249USCG         |  Zephyr Geodetic L1/L2 +RD w/ USCG mount              |
| TRM4800              |  L1/enhanced L2 receiver,                             |
|                      |   with internal antenna and radio modem, p/n: 32119-XX|
| TRM55970.00          |  Zephyr GNSS II - lead-based solder                   |
|                      |   L1/L2/L5/G1/G2/G3/E1/E2/E5ab/E6/Compass             |
| TRM55971.00          |  Zephyr GNSS Geodetic II - lead-based solder          |
|                      |   L1/L2/L5/G1/G2/G3/E1/E2/E5ab/E6/Compass             |
| TRM57970.00          |  Zephyr GNSS II - RoHS compliant solder               |
|                      |   L1/L2/L5/G1/G2/G3/E1/E2/E5ab/E6/Compass             |
| TRM57971.00          |  Zephyr GNSS Geodetic II - RoHS compliant solder      |
|                      |   L1/L2/L5/G1/G2/G3/E1/E2/E5ab/E6/Compass             |
| TRM5800              |  Antenna inside TRIMBLE 5800 and TRIMBLE R8           |
| TRM59800.00          |  Dorne Margolin with chokerings, Model 59800.00       |
|                      |  L1/L2/L5/G1/G2/G3/E1/E2/E5ab/E6/Compass,             |
|                      |  GPS, GLONASS, Galileo & Compass                      |
| TRM59800.80          |  Dorne Margolin with chokerings, Model 59800.80       |
|                      |  L1/L2/L5/G1/G2/G3/E1/E2/E5ab/E6/Compass,             |
|                      |  GPS, GLONASS, Galileo & Compass. Upgraded from       |
|                      |  TRM29659.00 with GNSS low-noise amplifier            |
| TRM59900.00          |  GNSS antenna with chokerings, Model 59900.00         |
|                      |  L1/L2/L5/G1/G2/G3/E1/E2/E5ab/E6/Compass,             |
|                      |  GPS, GLONASS, Galileo & Compass                      |
| TRMR8_GNSS           |  Integrated GPS L1/L2+L2C/L5 GLO L1/L2 TRIMBLE R8     |
|                      |   GNSS antenna                                        |
| TRMR8_GNSS3          |  Integrated GPS L1/L2+L2C/L5 GLO L1/L2 TRIMBLE R8     |
|                      |   GNSS 3 antenna                                      |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| 4000SE INTERNAL      |  TRM17200.00                                          |
| 4000SL MICRO         |  TRM12333.00+RGP                                      |
| 4000SLD L1/L2        |  TRM12562.00+SGP                                      |
| 4000ST INTERNAL      |  TRM4000ST_INT                                        |
| 4000ST KINEMATIC     |  TRM14156.00-GP                                       |
| 4000ST L1 GEODETIC   |  TRM14177.00                                          |
| 4000ST L1/L2 GEOD    |  TRM14532.00                                          |
| 4000SX MICRO         |  TRM11877.10+SGP                                      |
| DORNE MARGOLIN TRIM  |  TRM29659.00                                          |
| TR GEOD L1/L2 GP     |  TRM22020.00+GP                                       |
| TR GEOD L1/L2 W/O GP |  TRM22020.00-GP                                       |
| TRM10877.10+RGP      |  TRM12333.00+RGP                                      |
| TRM10877.10+SGP      |  TRM11877.10+SGP                                      |
+----------------------+-------------------------------------------------------+
| TRIMBLE Antenna Domes|                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx RPTR |  Regal Plastic 19 inch dome for TRM33429.00+GP        |
| xxxxxxxxxxxxxxx TCWD |  Trimble 24490-00 Conical Weather Dome                |
|                      |   Warning: This radome requires an additional dome    |
|                      |   groundplane affecting the ARP definition!           |
| xxxxxxxxxxxxxxx TZGD |  Trimble Hemisph. Dome for Zephyr Geodetic 41249.00   |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| Other Receivers      |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| CMC ALLSTAR 12       |  Canadian Marconi Allstar 12, L1 receiver             |
|                      |   (part of UNAVCO's volcano monitoring system)        |
| CMC ALLSTAR OEM      |  Canadian Marconi Allstar OEM                         |
| ESA/ISN GNSS         |  8 channel dual-frequency GPS/GLONASS receiver        |
|                      |   developed by ESA for U. Leeds                       |
| ROCKWELL ZODIAC OEM  |  Rockwell Zodiac OEM                                  |
+----------------------+-------------------------------------------------------+
| Other Antennae       |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| AERAT1675_29         |  Aeroantenna L1/L2 GPS + GLONASS Survey Antenna       |
|                      |  Ceramic patch element,internal groundplane,chokering |
| AERAT2775_43         |  Aeroantenna L1/L2 GPS Survey Antenna                 |
|                      |  Ceramic patch element,internal groundplane,chokering |
| GPPNULLANTENNA       |  Geo++ ideal isotropic, absolute antenna:             |
|                      |  see http://www.geopp.com/gnpcvdb/AOA_DM_T/           |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| Satellite Antennae   |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| BLOCK I              |  GPS Block I     : SVN 01-11                          |
| BLOCK II             |  GPS Block II    : SVN 13-21                          |
| BLOCK IIA            |  GPS Block IIA   : SVN 22-40                          |
| BLOCK IIR-A          |  GPS Block IIR   : SVN 41, 43-46, 51, 54, 56          |
| BLOCK IIR-B          |  GPS Block IIR   : SVN 47, 59-61                      |
| BLOCK IIR-M          |  GPS Block IIR-M : SVN 48-50, 52-53, 55, 57-58        |
| BLOCK IIF            |  GPS Block IIF   : SVN 62-73                          |
| BLOCK IIIA           |  GPS Block IIIA  : SVN 74-81                          |
| GALILEO-0A           |  Galileo In-Orbit Validation Element A (GIOVE-A)      |
| GALILEO-0B           |  Galileo In-Orbit Validation Element B (GIOVE-B)      |
| GALILEO-1            |  Galileo IOV     : GSAT 0101-0104                     |
| GLONASS              |  GLONASS         : GLONASS no. 201-249, 750-798       |
| GLONASS-M            |  GLONASS-M       : GLONASS no. 701-738                |
| GLONASS-K1           |  GLONASS-K1                                           |
| GLONASS-K2           |  GLONASS-K2                                           |
| QZSS                 |  QZSS            : SVN 01                             |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| BLOCK IIR            |  BLOCK IIR-A          | BLOCK IIR-B                   |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| Antenna Domes        |                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx AUST |  Australian radome: hemispherical High Impact         |
|                      |  Clear Perspex                                        |
| xxxxxxxxxxxxxxx BEVA |  Austrian dome with cylinders and spherical cap,      |
|                      |  elongated design                                     |
| xxxxxxxxxxxxxxx CAFG |  Kearney-Powerglass fiberglass enclosure, used in     |
|                      |  California by USGS&early SCIGN sites(PVEP,TRAK,HOLC) |
| xxxxxxxxxxxxxxx CONE |  Topcon p/n 10-031401-01 conical Reg-Ant Choke        |
|                      |   Ring Cap                                            |
| xxxxxxxxxxxxxxx DUTD |  Delft University of Technology Design                |
| xxxxxxxxxxxxxxx EMRA |  EMR clear spherical acrylic dome                     |
| xxxxxxxxxxxxxxx JAVC |  Conical dome for JAV_RINGANT_G3T chokering antenna   |
| xxxxxxxxxxxxxxx JPLA |  JPL acrylic dome                                     |
| xxxxxxxxxxxxxxx JVDM |  Conical dome for JAVRINGANT_DM   chokering antenna   |
| xxxxxxxxxxxxxxx LEIC |  Dome for LEICA AT303 and AT503, conical shape        |
| xxxxxxxxxxxxxxx LEIS |  Dome for DORNE MARGOLIN LEICA, spherical shape       |
| xxxxxxxxxxxxxxx LEIT |  Dome for LEICA AR25                                  |
| xxxxxxxxxxxxxxx MMAC |  Clear spherical dome covering antenna element        |
|                      |   with MiniMac MAC4647942 antenna                     |
| xxxxxxxxxxxxxxx NOVS |  NOVATEL spherical dome used with NOV750, NOV750.R4   |
| xxxxxxxxxxxxxxx OLGA |  Austrian dome with cylinders and spherical cap,      |
|                      |  standard design                                      |
| xxxxxxxxxxxxxxx OSOD |  Dome used in Swedish array                           |
| xxxxxxxxxxxxxxx PFAN |  Austrian dome with cylinders and spherical cap,      |
|                      |  big size design                                      |
| xxxxxxxxxxxxxxx RPTR |  Regal Plastic 19 inch dome for TRM33429.00+GP        |
| xxxxxxxxxxxxxxx SCIS |  SCIGN short antenna dome                             |
| xxxxxxxxxxxxxxx SCIT |  SCIGN tall antenna dome                              |
| xxxxxxxxxxxxxxx SCPL |  Polycarbonate enclosures, 24-48 diameter             |
|                      |   used at early SCIGN sites (CHIL, CMP9, CLAR, LEEP)  |
| xxxxxxxxxxxxxxx SNOW |  ASHTECH conical "snow" antenna dome                  |
| xxxxxxxxxxxxxxx SPKE |  SPECTRA PRECISION conical dome with spike,           |
|                      |   used with the SPP571908273 antenna; also sold by    |
|                      |   Aeroantenna and NovAtel                             |
| xxxxxxxxxxxxxxx TCWD |  Trimble 24490-00 Conical Weather Dome                |
|                      |   Warning: This radome requires an additional dome    |
|                      |   groundplane affecting the ARP definition!           |
| xxxxxxxxxxxxxxx TPSD |  Topcon hemispherical dome for PG-A1 and G3-A1        |
| xxxxxxxxxxxxxxx TPSH |  Topcon hemispherical dome for choke ring antenna     |
| xxxxxxxxxxxxxxx TZGD |  Trimble Hemisph. Dome for Zephyr Geodetic 41249.00   |
| xxxxxxxxxxxxxxx UNAV |  UNAVCO clear spherical antenna dome                  |
|                      |                                                       |
| xxxxxxxxxxxxxxx DOME |  Miscellaneous antenna dome                           |
| xxxxxxxxxxxxxxx ENCL |  Miscellaneous antenna enclosure                      |
| xxxxxxxxxxxxxxx NONE |  No antenna dome                                      |
| xxxxxxxxxxxxxxx UNKN |  Use for historic data periods only when radome       |
|                      |  status was not accurately recorded                   |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx GRAZ |  xxxxxxxxxxxxxxx BEVA | xxxxxxxxxxxxxxx OLGA          |
|                      |  xxxxxxxxxxxxxxx PFAN                                 |
| xxxxxxxxxxxxxxx      |  xxxxxxxxxxxxxxx NONE                                 |
+----------------------+-------------------------------------------------------+

